id,category,query,answer,expected_answer,faithfulness,faithfulness_notes,relevance,relevance_notes,context_recall,context_recall_notes,completeness,completeness_notes,config_label
q01,SLA,SLA xử lý ticket P1 là bao lâu?,SLA xử lý ticket P1 là 4 giờ [1].,Ticket P1 có SLA phản hồi ban đầu 15 phút và thời gian xử lý (resolution) là 4 giờ.,5,The generated answer accurately reflects the SLA for ticket P1 as stated in the retrieved context.,5,The answer directly and fully addresses the question regarding the SLA for processing P1 tickets.,5,Perfect recall!,3,"The model's answer includes the resolution time of 4 hours but misses the initial response time of 15 minutes, which is a key point in the expected answer.",variant_hybrid
q02,Refund,Khách hàng có thể yêu cầu hoàn tiền trong bao nhiêu ngày?,Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng [1].,Khách hàng có thể yêu cầu hoàn tiền trong vòng 7 ngày làm việc kể từ thời điểm xác nhận đơn hàng.,5,The generated answer accurately reflects the information provided in the context regarding the timeframe for requesting a refund.,5,The answer directly and fully addresses the question by specifying the time frame for requesting a refund.,5,Perfect recall!,5,"The model's answer includes all key points from the expected answer, with only a minor difference in punctuation.",variant_hybrid
q03,Access Control,Ai phải phê duyệt để cấp quyền Level 3?,"Line Manager, IT Admin và IT Security phải phê duyệt để cấp quyền Level 3 [2].","Level 3 (Elevated Access) cần phê duyệt từ Line Manager, IT Admin, và IT Security.",5,"The answer accurately reflects the approval process for Level 3 access as stated in the context, which requires approval from Line Manager, IT Admin, and IT Security.",5,The answer directly addresses the question by specifying who must approve the granting of Level 3 access.,5,Perfect recall!,4,"The model's answer includes the necessary roles (Line Manager, IT Admin, IT Security) and the requirement for approval for Level 3 access, but it lacks the explicit mention of 'Elevated Access' and the structure of the expected answer.",variant_hybrid
q04,Refund,Sản phẩm kỹ thuật số có được hoàn tiền không?,Không tìm thấy thông tin này trong tài liệu nội bộ. Vui lòng liên hệ bộ phận phụ trách.,"Không. Theo chính sách hoàn tiền, sản phẩm thuộc danh mục hàng kỹ thuật số (license key, subscription) là ngoại lệ không được hoàn tiền.",1,"The generated answer does not address the information provided in the context and instead suggests contacting a department, which is not relevant to the details about the refund policy.",2,"The answer does not directly address the question about the refund policy for digital products, but it suggests contacting the responsible department for more information.",5,Perfect recall!,1,"The model's answer does not address the specific policy regarding refunds for digital products, which is a key point in the expected answer.",variant_hybrid
q05,IT Helpdesk,Tài khoản bị khóa sau bao nhiêu lần đăng nhập sai?,"Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp. Để mở khóa, liên hệ IT Helpdesk hoặc tự reset qua portal SSO [1].",Tài khoản bị khóa sau 5 lần đăng nhập sai liên tiếp.,5,The generated answer accurately reflects the information provided in the context regarding account lockout after multiple failed login attempts and the methods to unlock it.,5,The answer directly and fully addresses the question by providing the specific number of failed login attempts that lead to account lockout and includes information on how to unlock the account.,5,Perfect recall!,4,"The model's answer includes the key point about the account being locked after 5 failed login attempts, but it adds additional information about unlocking the account, which is not part of the expected answer.",variant_hybrid
q06,SLA,Escalation trong sự cố P1 diễn ra như thế nào?,"Escalation trong sự cố P1 diễn ra như sau:
1. On-call IT Admin có thể cấp quyền tạm thời (max 24 giờ) sau khi được Tech Lead phê duyệt bằng lời.
2. Sau 24 giờ, phải có ticket chính thức hoặc quyền bị thu hồi tự động.
3. Mọi quyền tạm thời phải được ghi log vào hệ thống Security Audit [1].",Ticket P1 tự động escalate lên Senior Engineer nếu không có phản hồi trong 10 phút sau khi tạo ticket.,5,"The generated answer accurately reflects the escalation process for P1 incidents as described in the retrieved context, without any additional or incorrect information.",5,"The answer directly addresses the question about the escalation process in a P1 incident, providing clear steps and relevant details.",5,Perfect recall!,2,"The model's answer provides some information about the escalation process for P1 incidents but does not address the specific detail about automatic escalation to a Senior Engineer if there is no response within 10 minutes, which is a key point in the expected answer.",variant_hybrid
q07,Access Control,Approval Matrix để cấp quyền hệ thống là tài liệu nào?,Không tìm thấy thông tin này trong tài liệu nội bộ. Vui lòng liên hệ bộ phận phụ trách.,Tài liệu 'Approval Matrix for System Access' hiện tại có tên mới là 'Access Control SOP' (access-control-sop.md).,1,"The generated answer states that the information is not found in the internal document, which contradicts the provided context that clearly outlines the access request process and escalation procedures.",2,"The answer does not directly address the question about the 'Approval Matrix' but indicates a lack of information, which is somewhat relevant.",5,Perfect recall!,1,"The model's answer does not address any of the key points from the expected answer, which includes the specific document name change and its new title.",variant_hybrid
q08,HR Policy,Nhân viên được làm remote tối đa mấy ngày mỗi tuần?,Nhân viên được làm remote tối đa 2 ngày/tuần [1].,"Nhân viên sau probation period có thể làm remote tối đa 2 ngày/tuần, với điều kiện được Team Lead phê duyệt.",5,The answer accurately reflects the information provided in the context regarding the remote work policy for employees.,5,The answer directly and fully addresses the question by providing the specific number of remote work days allowed per week.,5,Perfect recall!,2,The model's answer mentions the remote work limit but omits the context of the probation period and the requirement for Team Lead approval.,variant_hybrid
q09,Insufficient Context,ERR-403-AUTH là lỗi gì và cách xử lý?,Không tìm thấy thông tin này trong tài liệu nội bộ. Vui lòng liên hệ bộ phận phụ trách.,"Không tìm thấy thông tin về ERR-403-AUTH trong tài liệu hiện có. Đây có thể là lỗi liên quan đến xác thực (authentication), hãy liên hệ IT Helpdesk.",1,The generated answer does not address the questions asked and introduces information not present in the provided context.,2,The answer acknowledges the lack of information but does not provide any relevant details about the ERR-403-AUTH error or how to handle it.,5,No expected sources needed,2,"The model's answer acknowledges the lack of information but does not specify the error code ERR-403-AUTH or its relation to authentication, missing key details from the expected answer.",variant_hybrid
q10,Refund,"Nếu cần hoàn tiền khẩn cấp cho khách hàng VIP, quy trình có khác không?",Không tìm thấy thông tin này trong tài liệu nội bộ. Vui lòng liên hệ bộ phận phụ trách.,"Tài liệu chính sách hoàn tiền không đề cập đến quy trình đặc biệt cho khách hàng VIP. Theo chính sách hiện hành, tất cả yêu cầu hoàn tiền đều theo cùng quy trình tiêu chuẩn trong 3-5 ngày làm việc.",1,"The response does not address any of the information provided in the context regarding the refund process or escalation procedures, indicating a lack of relevance and accuracy.",2,"The answer does not directly address the question about whether the process for urgent refunds for VIP customers is different, but it acknowledges a lack of information.",5,Perfect recall!,1,The model's answer does not address the specific content of the expected answer regarding the refund policy for VIP customers and instead states that the information is not found in internal documents.,variant_hybrid
